Gender,Age,Debt,Married,BankCustomer,EducationLevel,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved,Approved_Status
Female,35.17,2.5,Unknown,Yes,HighSchool,Asian,4.5,Yes,Yes,104.48,No,Indian,150.0,1270,Approved,Approved
Female,39.5,4.25,Unknown,Yes,HighSchool,White,6.5,Yes,Yes,238.81,No,Indian,117.0,1210,Approved,Approved
Female,39.33,5.875,Unknown,Yes,Undergraduate,Asian,10.0,Yes,Yes,208.96,Yes,Indian,399.0,0,Approved,Approved
Female,24.33,6.625,Yes,Partial,Undergraduate,Asian,5.5,Yes,No,0.0,Yes,Other,100.0,0,Approved,Approved
Female,60.08,14.5,Unknown,Yes,HighSchool,Black,18.0,Yes,Yes,223.88,Yes,Indian,0.0,1000,Approved,Approved
Female,23.08,11.5,Unknown,Yes,HighSchool,Asian,3.5,Yes,Yes,134.33,No,Indian,56.0,742,Approved,Approved
Female,26.67,2.71,Yes,Partial,Undergraduate,Asian,5.25,Yes,Yes,14.93,No,Indian,211.0,0,Approved,Approved
Female,48.17,3.5,Unknown,Yes,Graduate,Asian,3.5,Yes,No,0.0,No,Other,230.0,0,Approved,Approved
Female,41.17,4.04,Unknown,Yes,Undergraduate,Asian,7.0,Yes,Yes,119.4,No,Indian,320.0,0,Approved,Approved
Female,55.92,11.5,Unknown,Yes,HighSchool,Black,5.0,Yes,Yes,74.63,No,Indian,0.0,8851,Approved,Approved
Female,53.92,9.625,Unknown,Yes,Graduate,Asian,8.665,Yes,Yes,74.63,No,Indian,0.0,0,Approved,Approved
Male,18.92,9.25,Yes,Partial,HighSchool,Asian,1.0,Yes,Yes,59.7,Yes,Indian,80.0,500,Approved,Approved
Male,50.08,12.54,Unknown,Yes,Graduate,Asian,2.29,Yes,Yes,44.78,Yes,Indian,156.0,0,Approved,Approved
Female,65.42,11.0,Unknown,Yes,Graduate,Asian,20.0,Yes,Yes,104.48,Yes,Indian,22.0,0,Approved,Approved
Male,17.58,9.0,Unknown,Yes,Graduate,Asian,1.375,Yes,No,0.0,Yes,Indian,0.0,0,Approved,Approved
Male,18.83,9.54,Unknown,Yes,Graduate,Asian,0.085,Yes,No,0.0,No,Indian,100.0,0,Approved,Approved
Male,37.75,5.5,Unknown,Yes,HighSchool,Asian,0.125,Yes,No,0.0,Yes,Indian,228.0,0,Approved,Approved
Female,23.25,4.0,Unknown,Yes,HighSchool,White,0.25,Yes,No,0.0,Yes,Indian,160.0,0,Approved,Approved
Female,18.08,5.5,Unknown,Yes,HighSchool,Asian,0.5,Yes,No,0.0,No,Indian,80.0,0,Approved,Approved
Male,22.5,8.46,Yes,Partial,Graduate,Asian,2.46,No,No,0.0,No,Indian,164.0,0,Approved,Approved
Female,19.67,0.375,Unknown,Yes,HighSchool,Asian,2.0,Yes,Yes,29.85,Yes,Indian,80.0,0,Approved,Approved
Female,22.08,11.0,Unknown,Yes,Undergraduate,Asian,0.665,Yes,No,0.0,No,Indian,100.0,0,Approved,Approved
Female,25.17,3.5,Unknown,Yes,Undergraduate,Asian,0.625,Yes,Yes,104.48,No,Indian,0.0,7059,Approved,Approved
Male,47.42,3.0,Unknown,Yes,Graduate,Asian,13.875,Yes,Yes,29.85,Yes,Indian,519.0,1704,Approved,Approved
Female,33.5,1.75,Unknown,Yes,Graduate,Asian,4.5,Yes,Yes,59.7,Yes,Indian,253.0,857,Approved,Approved
Female,27.67,13.75,Unknown,Yes,Graduate,Asian,5.75,Yes,No,0.0,Yes,Indian,487.0,500,Approved,Approved
Male,58.42,21.0,Unknown,Yes,HighSchool,White,10.0,Yes,Yes,194.03,No,Indian,0.0,6700,Approved,Approved
Male,20.67,1.835,Unknown,Yes,HighSchool,Asian,2.085,Yes,Yes,74.63,No,Indian,220.0,2503,Approved,Approved
Female,26.17,0.25,Unknown,Yes,HighSchool,White,0.0,Yes,No,0.0,Yes,Indian,0.0,0,Approved,Approved
Female,21.33,7.5,Unknown,Yes,Graduate,Asian,1.415,Yes,Yes,14.93,No,Indian,80.0,9800,Approved,Approved
Female,42.83,4.625,Unknown,Yes,HighSchool,Asian,4.58,Yes,No,0.0,No,Other,0.0,0,Approved,Approved
Female,38.17,10.125,Unknown,Yes,Graduate,Asian,2.5,Yes,Yes,89.55,No,Indian,520.0,196,Approved,Approved
Female,20.5,10.0,Yes,Partial,HighSchool,Asian,2.5,Yes,No,0.0,No,Other,40.0,0,Approved,Approved
Female,48.25,25.085,Unknown,Yes,Graduate,Asian,1.75,Yes,Yes,44.78,No,Indian,120.0,14,Approved,Approved
Female,28.33,5.0,Unknown,Yes,Graduate,Asian,11.0,Yes,No,0.0,Yes,Indian,70.0,0,Approved,Approved
Male,18.75,7.5,Unknown,Yes,HighSchool,Asian,2.71,Yes,Yes,74.63,No,Indian,,26726,Approved,Approved
Female,18.5,2.0,Unknown,Yes,HighSchool,Asian,1.5,Yes,Yes,29.85,No,Indian,120.0,300,Approved,Approved
Female,33.17,3.04,Yes,Partial,HighSchool,Asian,2.04,Yes,Yes,14.93,Yes,Indian,180.0,18027,Approved,Approved
Female,45.0,8.5,Unknown,Yes,Undergraduate,Asian,14.0,Yes,Yes,14.93,Yes,Indian,88.0,2000,Approved,Approved
Male,19.67,0.21,Unknown,Yes,HighSchool,Asian,0.29,Yes,Yes,164.18,No,Indian,80.0,99,Approved,Approved
,24.5,12.75,Unknown,Yes,HighSchool,White,4.75,Yes,Yes,29.85,No,Indian,73.0,444,Approved,Approved
Female,21.83,11.0,Unknown,Yes,Graduate,Asian,0.29,Yes,Yes,89.55,No,Indian,121.0,0,Approved,Approved
Female,40.25,21.5,Unknown,Yes,Graduate,Asian,20.0,Yes,Yes,164.18,No,Indian,0.0,1200,Approved,Approved
Female,41.42,5.0,Unknown,Yes,HighSchool,Asian,5.0,Yes,Yes,89.55,Yes,Indian,470.0,0,Approved,Approved
Male,17.83,11.0,Unknown,Yes,Graduate,Asian,1.0,Yes,Yes,164.18,No,Indian,0.0,3000,Approved,Approved
Female,23.17,11.125,Unknown,Yes,Graduate,Asian,0.46,Yes,Yes,14.93,No,Indian,100.0,0,Approved,Approved
Female,,0.625,Unknown,Yes,HighSchool,Asian,0.25,No,No,0.0,No,Indian,380.0,2010,Rejected,Not Approved
Female,18.17,10.25,Unknown,Yes,HighSchool,Asian,1.085,No,No,0.0,No,Indian,320.0,13,Rejected,Not Approved
Female,20.0,11.045,Unknown,Yes,HighSchool,Asian,2.0,No,No,0.0,Yes,Indian,136.0,0,Rejected,Not Approved
Female,20.0,0.0,Unknown,Yes,Undergraduate,Asian,0.5,No,No,0.0,No,Indian,144.0,0,Rejected,Not Approved
Male,20.75,9.54,Unknown,Yes,HighSchool,Asian,0.04,No,No,0.0,No,Indian,200.0,1000,Rejected,Not Approved
Male,24.5,1.75,Yes,Partial,HighSchool,Asian,0.165,No,No,0.0,No,Indian,132.0,0,Rejected,Not Approved
Female,32.75,2.335,Unknown,Yes,Undergraduate,Asian,5.75,No,No,0.0,Yes,Indian,292.0,0,Rejected,Not Approved
Male,52.17,0.0,Yes,Partial,HighSchool,Black,0.0,No,No,0.0,No,Indian,0.0,0,Rejected,Not Approved
Male,48.17,1.335,Unknown,Yes,HighSchool,Black,0.335,No,No,0.0,No,Indian,0.0,120,Rejected,Not Approved
Male,20.42,10.5,Yes,Partial,Graduate,Asian,0.0,No,No,0.0,Yes,Indian,154.0,32,Rejected,Not Approved
Female,50.75,0.585,Unknown,Yes,HighSchool,Black,0.0,No,No,0.0,No,Indian,145.0,0,Rejected,Not Approved
Female,17.08,0.085,Yes,Partial,HighSchool,Asian,0.04,No,No,0.0,No,Indian,140.0,722,Rejected,Not Approved
Female,18.33,1.21,Yes,Partial,Graduate,White,0.0,No,No,0.0,No,Indian,100.0,0,Rejected,Not Approved
Male,32.0,6.0,Unknown,Yes,Undergraduate,Asian,1.25,No,No,0.0,No,Indian,272.0,0,Rejected,Not Approved
Female,59.67,1.54,Unknown,Yes,HighSchool,Asian,0.125,Yes,No,0.0,Yes,Indian,260.0,0,Approved,Approved
Female,18.0,0.165,Unknown,Yes,HighSchool,White,0.21,No,No,0.0,No,Indian,200.0,40,Approved,Approved
Female,37.58,0.0,,,,Unknown,0.0,No,No,0.0,No,Unknown,,0,Approved,Approved
Female,32.33,2.5,Unknown,Yes,HighSchool,Asian,1.25,No,No,0.0,Yes,Indian,280.0,0,Rejected,Not Approved
Female,18.08,6.75,Yes,Partial,Undergraduate,Asian,0.04,No,No,0.0,No,Indian,140.0,0,Rejected,Not Approved
Female,38.25,10.125,Yes,Partial,HighSchool,Asian,0.125,No,No,0.0,No,Indian,160.0,0,Rejected,Not Approved
Female,30.67,2.5,Unknown,Yes,Undergraduate,Asian,2.25,No,No,0.0,Yes,Other,340.0,0,Rejected,Not Approved
Female,18.58,5.71,Unknown,Yes,Undergraduate,Asian,0.54,No,No,0.0,No,Indian,120.0,0,Rejected,Not Approved
Male,19.17,5.415,Unknown,Yes,HighSchool,Asian,0.29,No,No,0.0,No,Indian,80.0,484,Rejected,Not Approved
Male,18.17,10.0,Yes,Partial,HighSchool,Asian,0.165,No,No,0.0,No,Indian,340.0,0,Rejected,Not Approved
Female,24.58,13.5,Yes,Partial,HighSchool,Black,0.0,No,No,0.0,No,Indian,,0,Rejected,Not Approved
Female,16.25,0.835,Unknown,Yes,Undergraduate,Asian,0.085,Yes,No,0.0,No,Other,200.0,0,Rejected,Not Approved
Female,21.17,0.875,Yes,Partial,HighSchool,Asian,0.25,No,No,0.0,No,Indian,280.0,204,Rejected,Not Approved
Female,23.92,0.585,Yes,Partial,Undergraduate,Asian,0.125,No,No,0.0,No,Indian,240.0,1,Rejected,Not Approved
Female,17.67,4.46,Unknown,Yes,HighSchool,Asian,0.25,No,No,0.0,No,Other,80.0,0,Rejected,Not Approved
Male,16.5,1.25,Unknown,Yes,HighSchool,Asian,0.25,No,Yes,14.93,No,Indian,108.0,98,Rejected,Not Approved
Female,23.25,12.625,Unknown,Yes,HighSchool,Asian,0.125,No,Yes,29.85,No,Indian,0.0,5552,Rejected,Not Approved
Female,17.58,10.0,Unknown,Yes,Graduate,Asian,0.165,No,Yes,14.93,No,Indian,120.0,1,Rejected,Not Approved
Male,,1.5,Unknown,Yes,HighSchool,Black,0.0,No,Yes,29.85,Yes,Indian,200.0,105,Rejected,Not Approved
Female,29.5,0.58,Unknown,Yes,Graduate,Asian,0.29,No,Yes,14.93,No,Indian,340.0,2803,Rejected,Not Approved
Female,18.83,0.415,Yes,Partial,HighSchool,Asian,0.165,No,Yes,14.93,No,Indian,200.0,1,Rejected,Not Approved
Male,21.75,1.75,Yes,Partial,HighSchool,Black,0.0,No,No,0.0,No,Indian,160.0,0,Rejected,Not Approved
Female,23.0,0.75,Unknown,Yes,Undergraduate,Asian,0.5,No,No,0.0,Yes,Other,320.0,0,Rejected,Not Approved
Male,18.25,10.0,Unknown,Yes,Graduate,Asian,1.0,No,Yes,14.93,No,Indian,120.0,1,Rejected,Not Approved
Female,25.42,0.54,Unknown,Yes,Graduate,Asian,0.165,No,Yes,14.93,No,Indian,272.0,444,Rejected,Not Approved
Female,35.75,2.415,Unknown,Yes,Graduate,Asian,0.125,No,Yes,29.85,No,Indian,220.0,1,Rejected,Not Approved
Male,16.08,0.335,Unknown,Yes,HighSchool,Black,0.0,No,Yes,14.93,No,Indian,160.0,126,Rejected,Not Approved
Male,31.92,3.125,Unknown,Yes,HighSchool,Black,3.04,No,Yes,29.85,Yes,Indian,200.0,4,Rejected,Not Approved
Female,69.17,9.0,Unknown,Yes,HighSchool,Black,4.0,No,Yes,14.93,No,Indian,70.0,6,Rejected,Not Approved
Female,32.92,2.5,Unknown,Yes,Graduate,Asian,1.75,No,Yes,29.85,Yes,Indian,720.0,0,Rejected,Not Approved
Female,16.33,2.75,Unknown,Yes,Graduate,Asian,0.665,No,Yes,14.93,No,Indian,80.0,21,Rejected,Not Approved
Female,22.17,12.125,Unknown,Yes,HighSchool,Asian,3.335,No,Yes,29.85,Yes,Indian,180.0,173,Rejected,Not Approved
Male,57.58,2.0,Unknown,Yes,HighSchool,Black,6.5,No,Yes,14.93,No,Indian,0.0,10,Rejected,Not Approved
Female,18.25,0.165,Unknown,Yes,Undergraduate,Asian,0.25,No,No,0.0,Yes,Other,280.0,0,Rejected,Not Approved
Female,23.42,1.0,Unknown,Yes,HighSchool,Asian,0.5,No,No,0.0,Yes,Other,280.0,0,Rejected,Not Approved
Male,15.92,2.875,Unknown,Yes,HighSchool,Asian,0.085,No,No,0.0,No,Indian,120.0,0,Rejected,Not Approved
Male,24.75,13.665,Unknown,Yes,HighSchool,Asian,1.5,No,No,0.0,No,Indian,280.0,1,Rejected,Not Approved
Female,48.75,26.335,Yes,Partial,HighSchool,Black,0.0,Yes,No,0.0,Yes,Indian,0.0,0,Rejected,Not Approved
Female,23.5,2.75,Unknown,Yes,HighSchool,Black,4.5,No,No,0.0,No,Indian,160.0,25,Rejected,Not Approved
Female,18.58,10.29,Unknown,Yes,HighSchool,Black,0.415,No,No,0.0,No,Indian,80.0,0,Rejected,Not Approved
Female,27.75,1.29,Unknown,Yes,HighSchool,Asian,0.25,No,No,0.0,Yes,Other,140.0,0,Rejected,Not Approved
Male,31.75,3.0,Yes,Partial,HighSchool,Black,0.0,No,No,0.0,No,Indian,160.0,20,Rejected,Not Approved
Male,24.83,4.5,Unknown,Yes,Graduate,Asian,1.0,No,No,0.0,Yes,Indian,360.0,6,Rejected,Not Approved
Female,19.0,1.75,Yes,Partial,HighSchool,Asian,2.335,No,No,0.0,Yes,Indian,112.0,6,Rejected,Not Approved
Male,16.33,0.21,Unknown,Yes,Graduate,Asian,0.125,No,No,0.0,No,Indian,200.0,1,Rejected,Not Approved
Male,18.58,10.0,Unknown,Yes,Undergraduate,Asian,0.415,No,No,0.0,No,Indian,80.0,42,Rejected,Not Approved
Female,16.25,0.0,Yes,Partial,Graduate,Asian,0.25,No,No,0.0,No,Indian,60.0,0,Rejected,Not Approved
Female,23.0,0.75,Unknown,Yes,Undergraduate,Asian,0.5,Yes,No,0.0,Yes,Other,320.0,0,Rejected,Not Approved
Female,21.17,0.25,Yes,Partial,HighSchool,Asian,0.25,No,No,0.0,No,Indian,280.0,204,Rejected,Not Approved
Female,17.5,22.0,No,High,HighSchool,Black,0.0,No,No,0.0,Yes,Unknown,450.0,100000,Approved,Approved
Female,19.17,0.0,Yes,Partial,Undergraduate,White,0.0,No,No,0.0,Yes,Other,500.0,1,Approved,Approved
Female,36.75,0.125,Yes,Partial,HighSchool,Asian,1.5,No,No,0.0,Yes,Indian,232.0,113,Approved,Approved
Female,21.25,1.5,Unknown,Yes,Graduate,Asian,1.5,No,No,0.0,No,Indian,150.0,8,Approved,Approved
Male,18.08,0.375,No,High,Undergraduate,Black,10.0,No,No,0.0,Yes,Other,300.0,0,Approved,Approved
Male,33.67,0.375,Unknown,Yes,Undergraduate,Asian,0.375,No,No,0.0,No,Indian,300.0,44,Approved,Approved
Female,48.58,0.205,Yes,Partial,HighSchool,Asian,0.25,Yes,Yes,164.18,No,Indian,380.0,2732,Approved,Approved
Female,33.67,1.25,Unknown,Yes,Graduate,Asian,1.165,No,No,0.0,No,Indian,120.0,0,Rejected,Not Approved
Male,29.5,1.085,Yes,Partial,Graduate,Asian,1.0,No,No,0.0,No,Indian,280.0,13,Rejected,Not Approved
Female,30.17,1.085,Yes,Partial,HighSchool,Asian,0.04,No,No,0.0,No,Indian,170.0,179,Rejected,Not Approved
,40.83,3.5,Unknown,Yes,HighSchool,White,0.5,No,No,0.0,No,Other,1160.0,0,Rejected,Not Approved
Female,34.83,2.5,Yes,Partial,Graduate,Asian,3.0,No,No,0.0,No,Other,200.0,0,Rejected,Not Approved
Female,,4.0,Yes,Partial,HighSchool,Asian,0.085,No,No,0.0,Yes,Indian,411.0,0,Rejected,Not Approved
Female,20.42,0.0,,,,Unknown,0.0,No,No,0.0,No,Unknown,,0,Rejected,Not Approved
Male,33.25,2.5,Yes,Partial,HighSchool,Asian,2.5,No,No,0.0,Yes,Indian,0.0,2,Rejected,Not Approved
Female,34.08,2.5,Unknown,Yes,HighSchool,Asian,1.0,No,No,0.0,No,Indian,460.0,16,Rejected,Not Approved
Male,25.25,12.5,Unknown,Yes,Undergraduate,Asian,1.0,No,No,0.0,Yes,Indian,180.0,1062,Rejected,Not Approved
Female,34.75,2.5,Unknown,Yes,Undergraduate,White,0.5,No,No,0.0,No,Indian,348.0,0,Rejected,Not Approved
Female,27.67,0.75,Unknown,Yes,HighSchool,Asian,0.165,No,No,0.0,Yes,Indian,220.0,251,Rejected,Not Approved
Female,47.33,6.5,Unknown,Yes,HighSchool,Asian,1.0,No,No,0.0,Yes,Indian,0.0,228,Rejected,Not Approved
Male,34.83,1.25,Yes,Partial,HighSchool,Asian,0.5,No,No,0.0,Yes,Indian,160.0,0,Rejected,Not Approved
Male,33.25,3.0,Yes,Partial,Graduate,Asian,2.0,No,No,0.0,No,Indian,180.0,0,Rejected,Not Approved
Female,28.0,3.0,Unknown,Yes,Graduate,Asian,0.75,No,No,0.0,Yes,Indian,300.0,67,Rejected,Not Approved
Male,39.08,4.0,Unknown,Yes,HighSchool,Asian,3.0,No,No,0.0,No,Indian,480.0,0,Rejected,Not Approved
Female,42.75,4.085,Unknown,Yes,Graduate,Asian,0.04,No,No,0.0,No,Indian,108.0,100,Rejected,Not Approved
Female,26.92,2.25,Unknown,Yes,HighSchool,White,0.5,No,No,0.0,Yes,Indian,640.0,4000,Rejected,Not Approved
Female,33.75,2.75,Unknown,Yes,HighSchool,White,0.0,No,No,0.0,No,Indian,180.0,0,Rejected,Not Approved
Female,38.92,1.75,Unknown,Yes,HighSchool,Asian,0.5,No,No,0.0,Yes,Indian,300.0,2,Rejected,Not Approved
Female,62.75,7.0,Unknown,Yes,Graduate,Asian,0.0,No,No,0.0,No,Indian,0.0,12,Rejected,Not Approved
,32.25,1.5,Unknown,Yes,HighSchool,Asian,0.25,No,No,0.0,Yes,Indian,372.0,122,Rejected,Not Approved
Female,26.75,4.5,Yes,Partial,HighSchool,White,2.5,No,No,0.0,No,Indian,200.0,1210,Rejected,Not Approved
Female,63.33,0.54,Unknown,Yes,HighSchool,Asian,0.585,Yes,Yes,44.78,Yes,Indian,180.0,0,Rejected,Not Approved
Female,27.83,1.5,Unknown,Yes,Graduate,Asian,2.25,No,Yes,14.93,Yes,Indian,100.0,3,Rejected,Not Approved
Male,26.17,2.0,Unknown,Yes,HighSchool,Black,0.0,No,No,0.0,Yes,Indian,276.0,1,Rejected,Not Approved
Female,22.17,0.585,Yes,Partial,HighSchool,Black,0.0,No,No,0.0,No,Indian,100.0,0,Rejected,Not Approved
Female,22.5,11.5,Yes,Partial,Undergraduate,Asian,1.5,No,No,0.0,Yes,Indian,0.0,4000,Rejected,Not Approved
Female,30.75,1.585,Unknown,Yes,Undergraduate,Asian,0.585,No,No,0.0,Yes,Other,0.0,0,Rejected,Not Approved
Female,36.67,2.0,Unknown,Yes,HighSchool,Asian,0.25,No,No,0.0,Yes,Indian,221.0,0,Rejected,Not Approved
Male,16.0,0.165,Unknown,Yes,Graduate,Asian,1.0,No,Yes,29.85,Yes,Indian,320.0,1,Rejected,Not Approved
Female,41.17,1.335,Unknown,Yes,Undergraduate,Asian,0.165,No,No,0.0,No,Indian,168.0,0,Rejected,Not Approved
Male,19.5,0.165,Unknown,Yes,HighSchool,Asian,0.04,No,No,0.0,Yes,Indian,380.0,0,Rejected,Not Approved
Female,32.42,3.0,Unknown,Yes,Undergraduate,Asian,0.165,No,No,0.0,Yes,Indian,120.0,0,Rejected,Not Approved
Male,36.75,4.71,Unknown,Yes,HighSchool,Black,0.0,No,No,0.0,No,Indian,160.0,0,Rejected,Not Approved
Male,30.25,5.5,Unknown,Yes,HighSchool,Asian,5.5,No,No,0.0,Yes,Other,100.0,0,Rejected,Not Approved
Female,23.08,2.5,Unknown,Yes,HighSchool,Black,0.085,No,No,0.0,Yes,Indian,100.0,4208,Rejected,Not Approved
Female,26.83,0.54,Unknown,Yes,HighSchool,Black,0.0,No,No,0.0,No,Indian,100.0,0,Rejected,Not Approved
Female,16.92,0.335,Yes,Partial,HighSchool,Asian,0.29,No,No,0.0,No,Other,200.0,0,Rejected,Not Approved
Female,24.42,2.0,Unknown,Yes,Graduate,White,0.165,No,Yes,29.85,No,Indian,320.0,1300,Rejected,Not Approved
Female,42.83,1.25,Unknown,Yes,Undergraduate,Asian,13.875,No,Yes,14.93,Yes,Indian,352.0,112,Rejected,Not Approved
Male,22.75,6.165,Unknown,Yes,Graduate,Asian,0.165,No,No,0.0,No,Indian,220.0,1000,Rejected,Not Approved
Female,39.42,1.71,Yes,Partial,Undergraduate,Asian,0.165,No,No,0.0,No,Other,400.0,0,Rejected,Not Approved
Male,23.58,11.5,Yes,Partial,HighSchool,Asian,3.0,No,No,0.0,Yes,Indian,20.0,16,Rejected,Not Approved
Female,21.42,0.75,Yes,Partial,Undergraduate,White,0.75,No,No,0.0,Yes,Indian,132.0,2,Rejected,Not Approved
Female,33.0,2.5,Yes,Partial,Graduate,Asian,7.0,No,No,0.0,Yes,Indian,280.0,0,Rejected,Not Approved
Female,26.33,13.0,Unknown,Yes,Graduate,White,0.0,No,No,0.0,Yes,Indian,140.0,1110,Rejected,Not Approved
Male,45.0,4.585,Unknown,Yes,HighSchool,Asian,1.0,No,No,0.0,Yes,Other,240.0,0,Rejected,Not Approved
Female,26.25,1.54,Unknown,Yes,Graduate,Asian,0.125,No,No,0.0,No,Indian,100.0,0,Rejected,Not Approved
,28.17,0.585,Unknown,Yes,Graduate,Asian,0.04,No,No,0.0,No,Indian,260.0,1004,Rejected,Not Approved
Male,20.83,0.5,Yes,Partial,Graduate,White,1.0,No,No,0.0,No,Indian,260.0,0,Rejected,Not Approved
Female,28.67,14.5,Unknown,Yes,Undergraduate,Asian,0.125,No,No,0.0,No,Indian,0.0,286,Rejected,Not Approved
Female,20.67,0.835,Yes,Partial,HighSchool,Asian,2.0,No,No,0.0,Yes,Other,240.0,0,Rejected,Not Approved
Female,34.42,1.335,Unknown,Yes,HighSchool,White,0.125,No,No,0.0,Yes,Indian,440.0,4500,Rejected,Not Approved
Female,33.58,0.25,Unknown,Yes,HighSchool,White,4.0,No,No,0.0,Yes,Other,420.0,0,Rejected,Not Approved
Female,43.17,5.0,Unknown,Yes,HighSchool,White,2.25,No,No,0.0,Yes,Indian,141.0,0,Rejected,Not Approved
Male,22.67,7.0,Unknown,Yes,HighSchool,Asian,0.165,No,No,0.0,No,Indian,160.0,0,Rejected,Not Approved
Male,24.33,2.5,Yes,Partial,HighSchool,White,4.5,No,No,0.0,No,Indian,200.0,456,Rejected,Not Approved
Male,56.83,4.25,Yes,Partial,HighSchool,Black,5.0,No,No,0.0,Yes,Indian,0.0,4,Rejected,Not Approved
Female,22.08,11.46,Unknown,Yes,HighSchool,Asian,1.585,No,No,0.0,Yes,Indian,100.0,1212,Rejected,Not Approved
Female,34.0,5.5,Yes,Partial,HighSchool,Asian,1.5,No,No,0.0,Yes,Indian,60.0,0,Rejected,Not Approved
Female,22.58,1.5,Yes,Partial,Graduate,Asian,0.54,No,No,0.0,Yes,Indian,120.0,67,Rejected,Not Approved
Female,21.17,0.0,Unknown,Yes,HighSchool,Asian,0.5,No,No,0.0,Yes,Other,0.0,0,Rejected,Not Approved
Female,26.67,14.585,Unknown,Yes,HighSchool,White,0.0,No,No,0.0,Yes,Indian,178.0,0,Rejected,Not Approved
Female,22.92,0.17,Unknown,Yes,Undergraduate,Asian,0.085,No,No,0.0,No,Other,0.0,0,Rejected,Not Approved
Female,15.17,7.0,Unknown,Yes,Graduate,Asian,1.0,No,No,0.0,No,Indian,600.0,0,Rejected,Not Approved
Female,39.92,5.0,Unknown,Yes,HighSchool,White,0.21,No,No,0.0,No,Indian,550.0,0,Rejected,Not Approved
Female,27.42,12.5,Unknown,Yes,Graduate,White,0.25,No,No,0.0,Yes,Indian,720.0,0,Rejected,Not Approved
Female,24.75,0.54,Unknown,Yes,Undergraduate,Asian,1.0,No,No,0.0,Yes,Indian,120.0,1,Rejected,Not Approved
Female,41.17,1.25,Yes,Partial,Graduate,Asian,0.25,No,No,0.0,No,Indian,0.0,195,Rejected,Not Approved
Male,33.08,1.625,Unknown,Yes,Undergraduate,Asian,0.54,No,No,0.0,Yes,Indian,0.0,0,Rejected,Not Approved
Female,29.83,2.04,Yes,Partial,Graduate,Asian,0.04,No,No,0.0,No,Indian,128.0,1,Rejected,Not Approved
Male,23.58,0.585,Yes,Partial,HighSchool,Black,0.125,No,No,0.0,No,Indian,120.0,87,Rejected,Not Approved
Female,26.17,12.5,Yes,Partial,HighSchool,Asian,1.25,No,No,0.0,Yes,Indian,0.0,17,Rejected,Not Approved
Female,31.0,2.085,Unknown,Yes,HighSchool,Asian,0.085,No,No,0.0,No,Indian,300.0,0,Rejected,Not Approved
Female,20.75,5.085,Yes,Partial,HighSchool,Asian,0.29,No,No,0.0,No,Indian,140.0,184,Rejected,Not Approved
Female,28.92,0.375,Unknown,Yes,HighSchool,Asian,0.29,No,No,0.0,No,Indian,220.0,140,Rejected,Not Approved
Male,51.92,6.5,Unknown,Yes,HighSchool,White,3.085,No,No,0.0,Yes,Indian,73.0,0,Rejected,Not Approved
Male,22.67,0.335,Unknown,Yes,HighSchool,Asian,0.75,No,No,0.0,No,Other,160.0,0,Rejected,Not Approved
Female,34.0,5.085,Yes,Partial,HighSchool,White,1.085,No,No,0.0,Yes,Indian,480.0,0,Rejected,Not Approved
Male,69.5,6.0,Unknown,Yes,HighSchool,Black,0.0,No,No,0.0,No,Other,0.0,0,Rejected,Not Approved
Male,40.33,8.125,Yes,Partial,HighSchool,Asian,0.165,No,Yes,29.85,No,Indian,,18,Rejected,Not Approved
Male,19.58,0.665,Yes,Partial,HighSchool,Asian,1.0,No,Yes,14.93,No,Indian,2000.0,2,Rejected,Not Approved
Female,16.0,3.125,Unknown,Yes,Graduate,Asian,0.085,No,Yes,14.93,No,Indian,0.0,6,Rejected,Not Approved
Female,17.08,0.25,Unknown,Yes,HighSchool,Asian,0.335,No,Yes,59.7,No,Indian,160.0,8,Rejected,Not Approved
Female,31.25,2.835,Unknown,Yes,HighSchool,Black,0.0,No,Yes,74.63,No,Indian,176.0,146,Rejected,Not Approved
Female,25.17,3.0,Unknown,Yes,HighSchool,Asian,1.25,No,Yes,14.93,No,Indian,0.0,22,Rejected,Not Approved
Male,22.67,0.79,Unknown,Yes,HighSchool,Asian,0.085,No,No,0.0,No,Indian,144.0,0,Rejected,Not Approved
Female,40.58,1.5,Unknown,Yes,HighSchool,White,0.0,No,No,0.0,No,Other,300.0,0,Rejected,Not Approved
Female,22.25,0.46,Unknown,Yes,HighSchool,Asian,0.125,No,No,0.0,Yes,Indian,280.0,55,Rejected,Not Approved
Male,22.25,1.25,Yes,Partial,HighSchool,Black,3.25,No,No,0.0,No,Indian,280.0,0,Rejected,Not Approved
Female,22.5,0.125,Yes,Partial,HighSchool,Asian,0.125,No,No,0.0,No,Indian,200.0,70,Rejected,Not Approved
Female,23.58,1.79,Unknown,Yes,HighSchool,Asian,0.54,No,No,0.0,Yes,Indian,136.0,1,Rejected,Not Approved
Female,38.42,0.705,Unknown,Yes,HighSchool,Asian,0.375,No,Yes,29.85,No,Indian,225.0,500,Rejected,Not Approved
Male,26.58,2.54,Yes,Partial,HighSchool,Black,0.0,No,No,0.0,Yes,Indian,180.0,60,Rejected,Not Approved
Female,35.0,2.5,Unknown,Yes,HighSchool,Asian,1.0,No,No,0.0,Yes,Indian,210.0,0,Rejected,Not Approved
